Order Date,Ship Mode,Number of Records,Days to Ship Actual,Days to Ship Scheduled
9/4/2014,Standard Class,1,4,6
9/4/2014,Standard Class,1,4,6
9/4/2014,Standard Class,1,4,6
9/4/2014,Standard Class,1,6,6
9/4/2014,Standard Class,1,6,6
9/4/2014,Standard Class,1,7,6
9/4/2014,Standard Class,1,7,6
10/4/2014,First Class,1,2,1
10/4/2014,First Class,1,2,1
10/4/2014,First Class,1,2,1
10/4/2014,First Class,1,2,1
10/4/2014,First Class,1,2,1
10/4/2014,First Class,1,2,1
10/4/2014,First Class,1,2,1
10/4/2014,First Class,1,2,1
10/4/2014,First Class,1,2,1
10/4/2014,Second Class,1,3,3
10/4/2014,Standard Class,1,5,6
10/4/2014,Standard Class,1,5,6
11/4/2014,Same Day,1,0,0
11/4/2014,Same Day,1,0,0
11/4/2014,Standard Class,1,4,6
11/4/2014,Second Class,1,4,3
11/4/2014,Standard Class,1,4,6
11/4/2014,Second Class,1,4,3
11/4/2014,Standard Class,1,4,6
11/4/2014,Standard Class,1,4,6
11/4/2014,Standard Class,1,5,6
11/4/2014,Standard Class,1,5,6
12/4/2014,Standard Class,1,4,6
12/4/2014,Standard Class,1,4,6
12/4/2014,Standard Class,1,5,6
12/4/2014,Standard Class,1,5,6
12/4/2014,Standard Class,1,7,6
12/4/2014,Standard Class,1,7,6
12/4/2014,Standard Class,1,7,6
13/4/2014,Second Class,1,3,3
13/4/2014,Second Class,1,3,3
14/4/2014,First Class,1,2,1
14/4/2014,First Class,1,2,1
14/4/2014,Standard Class,1,4,6
14/4/2014,Standard Class,1,4,6
15/4/2014,First Class,1,1,1
15/4/2014,First Class,1,3,1
15/4/2014,First Class,1,3,1
15/4/2014,First Class,1,3,1
15/4/2014,Standard Class,1,4,6
15/4/2014,Standard Class,1,5,6
15/4/2014,Standard Class,1,5,6
15/4/2014,Standard Class,1,5,6
16/4/2014,First Class,1,2,1
16/4/2014,First Class,1,2,1
16/4/2014,Second Class,1,2,3
16/4/2014,First Class,1,3,1
16/4/2014,Standard Class,1,5,6
16/4/2014,Standard Class,1,6,6
17/4/2014,First Class,1,2,1
17/4/2014,First Class,1,2,1
17/4/2014,Standard Class,1,4,6
17/4/2014,Standard Class,1,4,6
17/4/2014,Standard Class,1,4,6
17/4/2014,Standard Class,1,4,6
17/4/2014,Standard Class,1,5,6
17/4/2014,Standard Class,1,6,6
17/4/2014,Standard Class,1,6,6
17/4/2014,Standard Class,1,6,6
18/4/2014,First Class,1,2,1
18/4/2014,Standard Class,1,5,6
18/4/2014,Standard Class,1,5,6
18/4/2014,Standard Class,1,5,6
18/4/2014,Standard Class,1,5,6
18/4/2014,Standard Class,1,5,6
18/4/2014,Standard Class,1,5,6
18/4/2014,Standard Class,1,5,6
18/4/2014,Standard Class,1,6,6
18/4/2014,Standard Class,1,6,6
18/4/2014,Standard Class,1,6,6
18/4/2014,Standard Class,1,6,6
18/4/2014,Standard Class,1,6,6
21/4/2014,First Class,1,1,1
21/4/2014,First Class,1,1,1
21/4/2014,First Class,1,1,1
21/4/2014,First Class,1,3,1
21/4/2014,First Class,1,3,1
21/4/2014,First Class,1,3,1
21/4/2014,First Class,1,3,1
21/4/2014,Standard Class,1,4,6
21/4/2014,Standard Class,1,4,6
21/4/2014,Standard Class,1,4,6
21/4/2014,Standard Class,1,4,6
21/4/2014,Standard Class,1,4,6
21/4/2014,Standard Class,1,6,6
22/4/2014,First Class,1,2,1
22/4/2014,First Class,1,2,1
22/4/2014,First Class,1,2,1
22/4/2014,First Class,1,3,1
22/4/2014,First Class,1,3,1
22/4/2014,Second Class,1,4,3
22/4/2014,Standard Class,1,6,6
22/4/2014,Standard Class,1,6,6
23/4/2014,First Class,1,2,1
23/4/2014,Standard Class,1,4,6
23/4/2014,Standard Class,1,4,6
24/4/2014,Second Class,1,2,3
24/4/2014,Second Class,1,2,3
24/4/2014,First Class,1,2,1
24/4/2014,Second Class,1,2,3
24/4/2014,Second Class,1,2,3
24/4/2014,First Class,1,3,1
24/4/2014,First Class,1,3,1
24/4/2014,First Class,1,3,1
24/4/2014,First Class,1,3,1
24/4/2014,Standard Class,1,4,6
24/4/2014,Standard Class,1,4,6
24/4/2014,Standard Class,1,4,6
24/4/2014,Standard Class,1,4,6
24/4/2014,Standard Class,1,6,6
24/4/2014,Standard Class,1,6,6
25/4/2014,First Class,1,1,1
25/4/2014,First Class,1,3,1
25/4/2014,First Class,1,3,1
25/4/2014,First Class,1,3,1
25/4/2014,First Class,1,3,1
25/4/2014,Standard Class,1,4,6
25/4/2014,Standard Class,1,6,6
25/4/2014,Standard Class,1,6,6
25/4/2014,Standard Class,1,6,6
26/4/2014,First Class,1,1,1
26/4/2014,First Class,1,1,1
26/4/2014,Second Class,1,2,3
26/4/2014,Second Class,1,2,3
26/4/2014,Second Class,1,4,3
26/4/2014,Standard Class,1,4,6
26/4/2014,Standard Class,1,7,6
26/4/2014,Standard Class,1,7,6
27/4/2014,First Class,1,1,1
27/4/2014,Standard Class,1,5,6
27/4/2014,Standard Class,1,5,6
28/4/2014,First Class,1,2,1
28/4/2014,First Class,1,2,1
28/4/2014,First Class,1,2,1
28/4/2014,Standard Class,1,4,6
28/4/2014,Standard Class,1,4,6
28/4/2014,Standard Class,1,5,6
29/4/2014,Standard Class,1,4,6
29/4/2014,Standard Class,1,4,6
29/4/2014,Standard Class,1,4,6
29/4/2014,Standard Class,1,4,6
30/4/2014,Second Class,1,5,3
30/4/2014,Standard Class,1,5,6
1/5/2014,First Class,1,2,1
1/5/2014,Standard Class,1,4,6
1/5/2014,Standard Class,1,4,6
1/5/2014,Standard Class,1,4,6
1/5/2014,Standard Class,1,5,6
1/5/2014,Standard Class,1,5,6
1/5/2014,Second Class,1,5,3
1/5/2014,Standard Class,1,5,6
1/5/2014,Standard Class,1,5,6
1/5/2014,Standard Class,1,5,6
1/5/2014,Standard Class,1,5,6
1/5/2014,Standard Class,1,5,6
1/5/2014,Standard Class,1,5,6
1/5/2014,Standard Class,1,5,6
1/5/2014,Standard Class,1,5,6
1/5/2014,Standard Class,1,6,6
1/5/2014,Standard Class,1,6,6
1/5/2014,Standard Class,1,6,6
2/5/2014,First Class,1,1,1
2/5/2014,First Class,1,1,1
2/5/2014,Standard Class,1,4,6
2/5/2014,Standard Class,1,5,6
2/5/2014,Standard Class,1,5,6
2/5/2014,Standard Class,1,5,6
3/5/2014,Second Class,1,3,3
3/5/2014,Standard Class,1,4,6
3/5/2014,Standard Class,1,4,6
3/5/2014,Standard Class,1,4,6
3/5/2014,Standard Class,1,5,6
4/5/2014,Standard Class,1,4,6
4/5/2014,Standard Class,1,4,6
4/5/2014,Standard Class,1,5,6
4/5/2014,Standard Class,1,5,6
4/5/2014,Standard Class,1,5,6
4/5/2014,Standard Class,1,5,6
4/5/2014,Standard Class,1,5,6
4/5/2014,Second Class,1,5,3
4/5/2014,Second Class,1,5,3
5/5/2014,Standard Class,1,4,6
5/5/2014,Standard Class,1,4,6
5/5/2014,Standard Class,1,4,6
5/5/2014,Standard Class,1,4,6
5/5/2014,Standard Class,1,5,6
5/5/2014,Standard Class,1,5,6
5/5/2014,Second Class,1,5,3
5/5/2014,Standard Class,1,5,6
5/5/2014,Standard Class,1,5,6
5/5/2014,Standard Class,1,6,6
5/5/2014,Standard Class,1,6,6
6/5/2014,Same Day,1,0,0
6/5/2014,First Class,1,1,1
6/5/2014,First Class,1,1,1
6/5/2014,First Class,1,1,1
6/5/2014,Standard Class,1,4,6
6/5/2014,Standard Class,1,5,6
7/5/2014,Same Day,1,0,0
7/5/2014,Same Day,1,0,0
7/5/2014,Same Day,1,0,0
7/5/2014,First Class,1,2,1
7/5/2014,First Class,1,3,1
7/5/2014,Second Class,1,3,3
7/5/2014,Standard Class,1,4,6
7/5/2014,Standard Class,1,4,6
7/5/2014,Standard Class,1,5,6
7/5/2014,Standard Class,1,5,6
7/5/2014,Standard Class,1,5,6
7/5/2014,Standard Class,1,5,6
7/5/2014,Standard Class,1,5,6
8/5/2014,Standard Class,1,4,6
8/5/2014,Standard Class,1,4,6
8/5/2014,Standard Class,1,4,6
8/5/2014,Standard Class,1,4,6
8/5/2014,Standard Class,1,4,6
8/5/2014,Standard Class,1,5,6
9/5/2014,Second Class,1,3,3
9/5/2014,Standard Class,1,4,6
9/5/2014,Standard Class,1,4,6
9/5/2014,Second Class,1,4,3
9/5/2014,Standard Class,1,4,6
10/5/2014,First Class,1,1,1
10/5/2014,First Class,1,1,1
10/5/2014,First Class,1,2,1
10/5/2014,First Class,1,2,1
10/5/2014,First Class,1,2,1
10/5/2014,First Class,1,2,1
10/5/2014,First Class,1,2,1
12/5/2014,Same Day,1,1,0
12/5/2014,Same Day,1,1,0
12/5/2014,Same Day,1,1,0
12/5/2014,First Class,1,2,1
12/5/2014,Second Class,1,5,3
12/5/2014,Standard Class,1,6,6
12/5/2014,Standard Class,1,6,6
12/5/2014,Standard Class,1,6,6
12/5/2014,Standard Class,1,6,6
13/5/2014,Second Class,1,2,3
13/5/2014,Second Class,1,2,3
13/5/2014,Second Class,1,2,3
13/5/2014,Second Class,1,2,3
13/5/2014,Second Class,1,3,3
13/5/2014,Second Class,1,3,3
13/5/2014,Standard Class,1,4,6
13/5/2014,Standard Class,1,5,6
13/5/2014,Standard Class,1,6,6
13/5/2014,Standard Class,1,6,6
13/5/2014,Standard Class,1,6,6
13/5/2014,Standard Class,1,6,6
13/5/2014,Standard Class,1,7,6
14/5/2014,Standard Class,1,4,6
14/5/2014,Standard Class,1,4,6
14/5/2014,Standard Class,1,4,6
14/5/2014,Standard Class,1,4,6
14/5/2014,Standard Class,1,4,6
14/5/2014,Standard Class,1,4,6
14/5/2014,Standard Class,1,5,6
14/5/2014,Second Class,1,5,3
14/5/2014,Standard Class,1,7,6
15/5/2014,Same Day,1,0,0
15/5/2014,Same Day,1,0,0
15/5/2014,First Class,1,1,1
15/5/2014,First Class,1,1,1
15/5/2014,First Class,1,1,1
15/5/2014,First Class,1,1,1
15/5/2014,First Class,1,1,1
15/5/2014,First Class,1,3,1
15/5/2014,First Class,1,3,1
15/5/2014,First Class,1,3,1
15/5/2014,First Class,1,3,1
15/5/2014,First Class,1,3,1
15/5/2014,First Class,1,3,1
15/5/2014,Standard Class,1,4,6
15/5/2014,Standard Class,1,4,6
15/5/2014,Standard Class,1,4,6
15/5/2014,Standard Class,1,4,6
15/5/2014,Standard Class,1,4,6
15/5/2014,Standard Class,1,5,6
15/5/2014,Standard Class,1,5,6
15/5/2014,Standard Class,1,7,6
16/5/2014,Second Class,1,3,3
16/5/2014,Second Class,1,3,3
16/5/2014,Second Class,1,3,3
16/5/2014,Standard Class,1,5,6
16/5/2014,Standard Class,1,5,6
16/5/2014,Standard Class,1,5,6
16/5/2014,Standard Class,1,5,6
16/5/2014,Standard Class,1,5,6
17/5/2014,First Class,1,2,1
19/5/2014,First Class,1,1,1
19/5/2014,First Class,1,1,1
19/5/2014,First Class,1,1,1
19/5/2014,First Class,1,1,1
19/5/2014,First Class,1,1,1
19/5/2014,First Class,1,2,1
19/5/2014,Standard Class,1,4,6
19/5/2014,Standard Class,1,4,6
19/5/2014,Second Class,1,4,3
19/5/2014,Second Class,1,4,3
19/5/2014,Standard Class,1,4,6
19/5/2014,Second Class,1,4,3
19/5/2014,Standard Class,1,5,6
19/5/2014,Standard Class,1,5,6
19/5/2014,Standard Class,1,5,6
19/5/2014,Standard Class,1,5,6
19/5/2014,Standard Class,1,5,6
20/5/2014,Same Day,1,0,0
20/5/2014,Second Class,1,2,3
20/5/2014,Second Class,1,2,3
20/5/2014,Second Class,1,2,3
20/5/2014,Second Class,1,2,3
20/5/2014,Standard Class,1,4,6
20/5/2014,Standard Class,1,4,6
20/5/2014,Standard Class,1,4,6
20/5/2014,Standard Class,1,4,6
20/5/2014,Standard Class,1,4,6
20/5/2014,Standard Class,1,4,6
20/5/2014,Standard Class,1,4,6
20/5/2014,Second Class,1,5,3
20/5/2014,Standard Class,1,5,6
20/5/2014,Standard Class,1,5,6
20/5/2014,Second Class,1,5,3
20/5/2014,Standard Class,1,5,6
20/5/2014,Standard Class,1,5,6
20/5/2014,Standard Class,1,6,6
20/5/2014,Standard Class,1,6,6
21/5/2014,Same Day,1,0,0
21/5/2014,Second Class,1,2,3
21/5/2014,Second Class,1,2,3
21/5/2014,Second Class,1,2,3
21/5/2014,Second Class,1,2,3
21/5/2014,Second Class,1,2,3
21/5/2014,Standard Class,1,4,6
21/5/2014,Standard Class,1,4,6
21/5/2014,Standard Class,1,4,6
21/5/2014,Standard Class,1,6,6
21/5/2014,Standard Class,1,6,6
21/5/2014,Standard Class,1,6,6
22/5/2014,Standard Class,1,5,6
22/5/2014,Standard Class,1,5,6
23/5/2014,First Class,1,3,1
23/5/2014,Second Class,1,3,3
23/5/2014,Standard Class,1,4,6
23/5/2014,Standard Class,1,4,6
23/5/2014,Standard Class,1,4,6
23/5/2014,Standard Class,1,4,6
23/5/2014,Standard Class,1,4,6
24/5/2014,Standard Class,1,4,6
24/5/2014,Standard Class,1,4,6
24/5/2014,Standard Class,1,4,6
24/5/2014,Standard Class,1,4,6
24/5/2014,Standard Class,1,6,6
26/5/2014,Same Day,1,0,0
26/5/2014,Same Day,1,0,0
26/5/2014,Same Day,1,0,0
26/5/2014,Same Day,1,0,0
26/5/2014,Standard Class,1,4,6
26/5/2014,Standard Class,1,7,6
27/5/2014,First Class,1,3,1
27/5/2014,First Class,1,3,1
27/5/2014,Standard Class,1,4,6
27/5/2014,Standard Class,1,5,6
28/5/2014,First Class,1,2,1
28/5/2014,Second Class,1,2,3
28/5/2014,First Class,1,2,1
28/5/2014,First Class,1,2,1
28/5/2014,Standard Class,1,4,6
28/5/2014,Standard Class,1,4,6
28/5/2014,Standard Class,1,6,6
28/5/2014,Standard Class,1,6,6
28/5/2014,Standard Class,1,7,6
28/5/2014,Standard Class,1,7,6
28/5/2014,Standard Class,1,7,6
29/5/2014,Second Class,1,2,3
29/5/2014,Second Class,1,3,3
29/5/2014,Standard Class,1,4,6
29/5/2014,Standard Class,1,4,6
29/5/2014,Standard Class,1,4,6
29/5/2014,Standard Class,1,4,6
29/5/2014,Standard Class,1,4,6
29/5/2014,Second Class,1,5,3
29/5/2014,Second Class,1,5,3
29/5/2014,Standard Class,1,5,6
29/5/2014,Standard Class,1,5,6
29/5/2014,Standard Class,1,5,6
30/5/2014,Standard Class,1,4,6
30/5/2014,Standard Class,1,6,6
30/5/2014,Standard Class,1,6,6
30/5/2014,Standard Class,1,6,6
30/5/2014,Standard Class,1,6,6
30/5/2014,Standard Class,1,6,6
30/5/2014,Standard Class,1,6,6
30/5/2014,Standard Class,1,7,6
31/5/2014,First Class,1,1,1
31/5/2014,First Class,1,1,1
31/5/2014,First Class,1,1,1
31/5/2014,Second Class,1,4,3
31/5/2014,Standard Class,1,4,6
31/5/2014,Standard Class,1,4,6
31/5/2014,Standard Class,1,4,6
31/5/2014,Standard Class,1,4,6
31/5/2014,Standard Class,1,5,6
2/6/2014,Second Class,1,2,3
2/6/2014,First Class,1,2,1
2/6/2014,First Class,1,2,1
2/6/2014,Second Class,1,2,3
2/6/2014,Second Class,1,2,3
2/6/2014,First Class,1,2,1
2/6/2014,Second Class,1,2,3
2/6/2014,Second Class,1,2,3
2/6/2014,Standard Class,1,4,6
2/6/2014,Second Class,1,4,3
2/6/2014,Standard Class,1,5,6
3/6/2014,Same Day,1,1,0
3/6/2014,Second Class,1,3,3
3/6/2014,Second Class,1,3,3
3/6/2014,Standard Class,1,4,6
3/6/2014,Standard Class,1,4,6
3/6/2014,Standard Class,1,6,6
4/6/2014,Standard Class,1,4,6
4/6/2014,Standard Class,1,4,6
4/6/2014,Standard Class,1,4,6
4/6/2014,Standard Class,1,4,6
4/6/2014,Standard Class,1,4,6
4/6/2014,Standard Class,1,5,6
4/6/2014,Standard Class,1,6,6
4/6/2014,Standard Class,1,6,6
4/6/2014,Standard Class,1,6,6
4/6/2014,Standard Class,1,7,6
4/6/2014,Standard Class,1,7,6
4/6/2014,Standard Class,1,7,6
4/6/2014,Standard Class,1,7,6
4/6/2014,Standard Class,1,7,6
4/6/2014,Standard Class,1,7,6
4/6/2014,Standard Class,1,7,6
4/6/2014,Standard Class,1,7,6
5/6/2014,Same Day,1,0,0
5/6/2014,Same Day,1,0,0
5/6/2014,Second Class,1,3,3
5/6/2014,Standard Class,1,4,6
5/6/2014,Standard Class,1,4,6
5/6/2014,Standard Class,1,6,6
5/6/2014,Standard Class,1,6,6
5/6/2014,Standard Class,1,6,6
6/6/2014,First Class,1,1,1
6/6/2014,Standard Class,1,4,6
7/6/2014,Standard Class,1,4,6
7/6/2014,Standard Class,1,4,6
9/6/2014,First Class,1,2,1
9/6/2014,Second Class,1,2,3
9/6/2014,Second Class,1,2,3
9/6/2014,Second Class,1,2,3
9/6/2014,First Class,1,2,1
9/6/2014,Standard Class,1,4,6
9/6/2014,Standard Class,1,5,6
9/6/2014,Standard Class,1,5,6
9/6/2014,Standard Class,1,5,6
9/6/2014,Standard Class,1,5,6
9/6/2014,Standard Class,1,6,6
10/6/2014,First Class,1,1,1
10/6/2014,Standard Class,1,4,6
10/6/2014,Standard Class,1,4,6
10/6/2014,Standard Class,1,4,6
10/6/2014,Standard Class,1,5,6
11/6/2014,Same Day,1,0,0
11/6/2014,First Class,1,3,1
11/6/2014,First Class,1,3,1
11/6/2014,Second Class,1,3,3
11/6/2014,First Class,1,3,1
11/6/2014,First Class,1,3,1
11/6/2014,Second Class,1,4,3
11/6/2014,Standard Class,1,4,6
11/6/2014,Standard Class,1,4,6
11/6/2014,Standard Class,1,5,6
11/6/2014,Standard Class,1,5,6
11/6/2014,Standard Class,1,5,6
11/6/2014,Standard Class,1,5,6
12/6/2014,Same Day,1,0,0
12/6/2014,First Class,1,1,1
12/6/2014,First Class,1,1,1
12/6/2014,First Class,1,1,1
12/6/2014,First Class,1,1,1
12/6/2014,First Class,1,1,1
12/6/2014,Second Class,1,2,3
12/6/2014,Second Class,1,2,3
12/6/2014,Second Class,1,2,3
12/6/2014,Second Class,1,2,3
12/6/2014,Second Class,1,2,3
12/6/2014,First Class,1,3,1
12/6/2014,Standard Class,1,4,6
12/6/2014,Standard Class,1,6,6
13/6/2014,Second Class,1,2,3
13/6/2014,Second Class,1,2,3
13/6/2014,Second Class,1,2,3
13/6/2014,Standard Class,1,4,6
13/6/2014,Standard Class,1,6,6
13/6/2014,Standard Class,1,6,6
13/6/2014,Standard Class,1,6,6
13/6/2014,Standard Class,1,6,6
13/6/2014,Standard Class,1,7,6
13/6/2014,Standard Class,1,7,6
13/6/2014,Standard Class,1,7,6
14/6/2014,First Class,1,3,1
14/6/2014,First Class,1,3,1
14/6/2014,First Class,1,3,1
14/6/2014,Standard Class,1,4,6
14/6/2014,Standard Class,1,6,6
16/6/2014,First Class,1,3,1
16/6/2014,First Class,1,3,1
16/6/2014,First Class,1,3,1
16/6/2014,Standard Class,1,4,6
16/6/2014,Standard Class,1,4,6
16/6/2014,Standard Class,1,4,6
16/6/2014,Second Class,1,4,3
16/6/2014,Standard Class,1,5,6
16/6/2014,Standard Class,1,5,6
16/6/2014,Standard Class,1,5,6
16/6/2014,Standard Class,1,5,6
16/6/2014,Standard Class,1,5,6
16/6/2014,Standard Class,1,5,6
16/6/2014,Standard Class,1,5,6
16/6/2014,Standard Class,1,5,6
16/6/2014,Standard Class,1,7,6
17/6/2014,Second Class,1,2,3
17/6/2014,Second Class,1,2,3
17/6/2014,First Class,1,3,1
17/6/2014,First Class,1,3,1
17/6/2014,Standard Class,1,4,6
17/6/2014,Second Class,1,5,3
17/6/2014,Second Class,1,5,3
17/6/2014,Standard Class,1,5,6
17/6/2014,Standard Class,1,5,6
17/6/2014,Standard Class,1,5,6
17/6/2014,Standard Class,1,5,6
17/6/2014,Second Class,1,5,3
17/6/2014,Second Class,1,5,3
18/6/2014,First Class,1,3,1
18/6/2014,First Class,1,3,1
18/6/2014,First Class,1,3,1
18/6/2014,First Class,1,3,1
18/6/2014,First Class,1,3,1
18/6/2014,Second Class,1,4,3
18/6/2014,Second Class,1,4,3
18/6/2014,Standard Class,1,4,6
18/6/2014,Standard Class,1,4,6
19/6/2014,Second Class,1,2,3
19/6/2014,Standard Class,1,5,6
19/6/2014,Standard Class,1,5,6
20/6/2014,Second Class,1,2,3
20/6/2014,Second Class,1,2,3
20/6/2014,Second Class,1,2,3
20/6/2014,Standard Class,1,4,6
20/6/2014,Standard Class,1,4,6
20/6/2014,Standard Class,1,4,6
20/6/2014,Standard Class,1,4,6
20/6/2014,Standard Class,1,4,6
20/6/2014,Standard Class,1,4,6
20/6/2014,Standard Class,1,4,6
20/6/2014,Standard Class,1,6,6
20/6/2014,Standard Class,1,6,6
20/6/2014,Standard Class,1,7,6
20/6/2014,Standard Class,1,7,6
20/6/2014,Standard Class,1,7,6
20/6/2014,Standard Class,1,7,6
21/6/2014,First Class,1,3,1
21/6/2014,Standard Class,1,6,6
21/6/2014,Standard Class,1,6,6
21/6/2014,Standard Class,1,7,6
21/6/2014,Standard Class,1,7,6
21/6/2014,Standard Class,1,7,6
21/6/2014,Standard Class,1,7,6
21/6/2014,Standard Class,1,7,6
21/6/2014,Standard Class,1,7,6
22/6/2014,Second Class,1,4,3
22/6/2014,Second Class,1,4,3
22/6/2014,Standard Class,1,4,6
22/6/2014,Standard Class,1,4,6
22/6/2014,Standard Class,1,4,6
23/6/2014,First Class,1,1,1
23/6/2014,Standard Class,1,4,6
23/6/2014,Standard Class,1,6,6
23/6/2014,Standard Class,1,6,6
23/6/2014,Standard Class,1,6,6
23/6/2014,Standard Class,1,7,6
25/6/2014,Second Class,1,2,3
25/6/2014,Second Class,1,2,3
25/6/2014,Second Class,1,2,3
25/6/2014,Standard Class,1,4,6
25/6/2014,Standard Class,1,4,6
25/6/2014,Standard Class,1,5,6
25/6/2014,Standard Class,1,6,6
25/6/2014,Standard Class,1,6,6
25/6/2014,Standard Class,1,7,6
25/6/2014,Standard Class,1,7,6
26/6/2014,Second Class,1,2,3
26/6/2014,Second Class,1,4,3
26/6/2014,Standard Class,1,6,6
26/6/2014,Standard Class,1,7,6
26/6/2014,Standard Class,1,7,6
26/6/2014,Standard Class,1,7,6
27/6/2014,First Class,1,1,1
27/6/2014,First Class,1,1,1
27/6/2014,First Class,1,1,1
27/6/2014,Standard Class,1,4,6
27/6/2014,Standard Class,1,4,6
27/6/2014,Standard Class,1,4,6
27/6/2014,Standard Class,1,4,6
27/6/2014,Standard Class,1,4,6
27/6/2014,Standard Class,1,4,6
27/6/2014,Standard Class,1,4,6
27/6/2014,Standard Class,1,5,6
27/6/2014,Standard Class,1,5,6
27/6/2014,Standard Class,1,5,6
27/6/2014,Standard Class,1,6,6
27/6/2014,Standard Class,1,7,6
27/6/2014,Standard Class,1,7,6
28/6/2014,Second Class,1,2,3
28/6/2014,Second Class,1,2,3
28/6/2014,Second Class,1,2,3
28/6/2014,Standard Class,1,4,6
28/6/2014,Standard Class,1,7,6
30/6/2014,First Class,1,1,1
30/6/2014,First Class,1,1,1
30/6/2014,First Class,1,1,1
30/6/2014,First Class,1,1,1
30/6/2014,First Class,1,1,1
30/6/2014,First Class,1,1,1
30/6/2014,First Class,1,1,1
30/6/2014,First Class,1,3,1
30/6/2014,First Class,1,3,1
30/6/2014,First Class,1,3,1
30/6/2014,Second Class,1,4,3
30/6/2014,Standard Class,1,5,6
30/6/2014,Standard Class,1,5,6
30/6/2014,Standard Class,1,5,6
30/6/2014,Standard Class,1,7,6
1/7/2014,Same Day,1,0,0
1/7/2014,Second Class,1,2,3
1/7/2014,Standard Class,1,4,6
1/7/2014,Second Class,1,4,3
1/7/2014,Second Class,1,4,3
1/7/2014,Standard Class,1,4,6
1/7/2014,Second Class,1,4,3
1/7/2014,Standard Class,1,5,6
1/7/2014,Standard Class,1,5,6
1/7/2014,Standard Class,1,6,6
1/7/2014,Standard Class,1,6,6
2/7/2014,Standard Class,1,7,6
2/7/2014,Standard Class,1,7,6
2/7/2014,Standard Class,1,7,6
3/7/2014,First Class,1,3,1
3/7/2014,First Class,1,3,1
4/7/2014,Same Day,1,0,0
4/7/2014,Same Day,1,0,0
4/7/2014,Same Day,1,0,0
4/7/2014,Same Day,1,0,0
4/7/2014,First Class,1,1,1
4/7/2014,First Class,1,1,1
4/7/2014,Second Class,1,3,3
4/7/2014,Second Class,1,3,3
4/7/2014,Second Class,1,3,3
4/7/2014,Second Class,1,3,3
4/7/2014,Second Class,1,3,3
4/7/2014,Standard Class,1,4,6
4/7/2014,Standard Class,1,4,6
4/7/2014,Standard Class,1,4,6
4/7/2014,Standard Class,1,5,6
4/7/2014,Standard Class,1,6,6
4/7/2014,Standard Class,1,6,6
4/7/2014,Standard Class,1,6,6
4/7/2014,Standard Class,1,7,6
4/7/2014,Standard Class,1,7,6
6/7/2014,First Class,1,2,1
6/7/2014,Standard Class,1,5,6
6/7/2014,Standard Class,1,5,6
6/7/2014,Standard Class,1,5,6
6/7/2014,Standard Class,1,5,6
6/7/2014,Standard Class,1,5,6
7/7/2014,Same Day,1,0,0
7/7/2014,Standard Class,1,5,6
7/7/2014,Standard Class,1,7,6
7/7/2014,Standard Class,1,7,6
8/7/2014,First Class,1,2,1
8/7/2014,First Class,1,2,1
8/7/2014,First Class,1,2,1
8/7/2014,Second Class,1,2,3
8/7/2014,First Class,1,2,1
8/7/2014,First Class,1,2,1
8/7/2014,First Class,1,2,1
8/7/2014,Second Class,1,2,3
8/7/2014,Standard Class,1,4,6
9/7/2014,First Class,1,2,1
9/7/2014,First Class,1,3,1
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,4,6
9/7/2014,Standard Class,1,7,6
9/7/2014,Standard Class,1,7,6
9/7/2014,Standard Class,1,7,6
9/7/2014,Standard Class,1,7,6
10/7/2014,First Class,1,3,1
10/7/2014,First Class,1,3,1
10/7/2014,Standard Class,1,5,6
10/7/2014,Standard Class,1,5,6
10/7/2014,Standard Class,1,6,6
10/7/2014,Standard Class,1,6,6
10/7/2014,Standard Class,1,6,6
10/7/2014,Standard Class,1,6,6
10/7/2014,Standard Class,1,6,6
11/7/2014,Second Class,1,4,3
11/7/2014,Standard Class,1,4,6
11/7/2014,Standard Class,1,4,6
12/7/2014,Second Class,1,2,3
12/7/2014,Standard Class,1,4,6
12/7/2014,Standard Class,1,5,6
12/7/2014,Standard Class,1,5,6
12/7/2014,Standard Class,1,6,6
12/7/2014,Standard Class,1,7,6
12/7/2014,Standard Class,1,7,6
13/7/2014,Standard Class,1,6,6
14/7/2014,Second Class,1,4,3
14/7/2014,Standard Class,1,4,6
14/7/2014,Standard Class,1,4,6
14/7/2014,Second Class,1,4,3
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
15/7/2014,Standard Class,1,4,6
16/7/2014,First Class,1,2,1
16/7/2014,First Class,1,2,1
16/7/2014,First Class,1,2,1
