Category,Order Date,Region,Profit,Quantity,Sales
Furniture,14/5/2014,East,-124,5,458
Office Supplies,14/5/2014,Central,412,3,915
Office Supplies,14/5/2014,Central,81,2,181
Office Supplies,14/5/2014,Central,7,3,15
Office Supplies,14/5/2014,Central,95,2,530
Technology,14/5/2014,Central,159,3,588
Office Supplies,14/5/2014,South,2,2,21
Office Supplies,14/5/2014,East,150,9,300
Office Supplies,14/5/2014,West,27,8,58
Furniture,15/5/2014,West,6,2,18
Technology,15/5/2014,West,602,7,1400
Furniture,15/5/2014,Central,-13,5,899
Office Supplies,15/5/2014,Central,6,5,46
Office Supplies,15/5/2014,Central,16,3,48
Office Supplies,15/5/2014,Central,27,2,77
Technology,15/5/2014,Central,1,1,8
Furniture,15/5/2014,East,24,2,262
Office Supplies,15/5/2014,East,9,5,37
Office Supplies,15/5/2014,East,1,2,4
Office Supplies,15/5/2014,East,7,5,15
Office Supplies,15/5/2014,East,37,5,74
Technology,15/5/2014,East,19,3,90
Office Supplies,15/5/2014,East,-47,5,58
Office Supplies,15/5/2014,East,2,2,5
Office Supplies,15/5/2014,East,8,1,25
Office Supplies,15/5/2014,East,6,2,23
Technology,15/5/2014,East,135,3,540
Office Supplies,15/5/2014,West,207,9,440
Office Supplies,15/5/2014,West,2,5,64
Office Supplies,15/5/2014,South,24,9,49
Office Supplies,16/5/2014,West,-3,2,5
Office Supplies,16/5/2014,West,6,3,16
Technology,16/5/2014,West,3,1,30
Furniture,16/5/2014,West,25,1,221
Furniture,16/5/2014,West,4,2,43
Furniture,16/5/2014,West,17,2,40
Office Supplies,16/5/2014,Central,19,2,57
Technology,16/5/2014,Central,3,2,11
Office Supplies,17/5/2014,East,-55,2,221
Furniture,19/5/2014,South,76,3,303
Office Supplies,19/5/2014,South,4,2,17
Office Supplies,19/5/2014,South,55,6,114
Technology,19/5/2014,South,16,2,56
Technology,19/5/2014,South,16,5,35
Technology,19/5/2014,West,39,2,345
Furniture,19/5/2014,Central,-1,1,2
Furniture,19/5/2014,Central,-10,3,23
Office Supplies,19/5/2014,Central,198,7,707
Office Supplies,19/5/2014,Central,21,7,43
Technology,19/5/2014,East,-1,3,36
Technology,19/5/2014,Central,2,5,115
Furniture,19/5/2014,East,6,2,15
Office Supplies,19/5/2014,East,1,1,3
Office Supplies,19/5/2014,Central,-11,7,7
Office Supplies,19/5/2014,Central,-3,1,2
Office Supplies,19/5/2014,Central,1,2,9
Office Supplies,20/5/2014,South,92,4,196
Furniture,20/5/2014,West,43,12,681
Office Supplies,20/5/2014,West,1,2,4
Office Supplies,20/5/2014,West,1,1,6
Technology,20/5/2014,West,11,1,36
Furniture,20/5/2014,South,375,9,1629
Office Supplies,20/5/2014,South,141,7,287
Office Supplies,20/5/2014,West,28,2,97
Office Supplies,20/5/2014,Central,14,6,38
Office Supplies,20/5/2014,South,13,4,26
Technology,20/5/2014,South,4,4,68
Technology,20/5/2014,South,98,3,378
Furniture,20/5/2014,South,-35,3,314
Office Supplies,20/5/2014,West,50,5,133
Office Supplies,20/5/2014,East,110,6,281
Office Supplies,20/5/2014,South,10,7,28
Technology,20/5/2014,East,114,3,300
Technology,20/5/2014,East,89,2,308
Office Supplies,20/5/2014,Central,4,4,13
Technology,20/5/2014,Central,10,1,96
Office Supplies,21/5/2014,Central,20,2,41
Office Supplies,21/5/2014,Central,8,4,26
Office Supplies,21/5/2014,Central,7,10,22
Office Supplies,21/5/2014,Central,36,3,132
Office Supplies,21/5/2014,Central,3,3,7
Office Supplies,21/5/2014,Central,162,4,705
Furniture,21/5/2014,West,-97,8,518
Furniture,21/5/2014,West,3,1,7
Technology,21/5/2014,West,39,1,343
Office Supplies,21/5/2014,West,19,5,65
Office Supplies,21/5/2014,West,3,2,8
Technology,21/5/2014,West,70,9,1123
Furniture,22/5/2014,East,73,5,520
Office Supplies,22/5/2014,East,5,3,18
Office Supplies,23/5/2014,West,19,7,50
Technology,23/5/2014,West,25,7,68
Furniture,23/5/2014,Central,-55,2,182
Office Supplies,23/5/2014,Central,-3,2,2
Office Supplies,23/5/2014,Central,3,3,22
Office Supplies,23/5/2014,West,1,1,3
Office Supplies,23/5/2014,West,3,3,10
Office Supplies,24/5/2014,Central,-47,5,18
Office Supplies,24/5/2014,Central,-2,1,1
Office Supplies,24/5/2014,Central,1,2,2
Office Supplies,24/5/2014,Central,-12,3,49
Furniture,24/5/2014,West,-6,3,171
Furniture,26/5/2014,East,6,3,19
Office Supplies,26/5/2014,East,207,5,664
Office Supplies,26/5/2014,East,1,1,3
Technology,26/5/2014,East,13,8,120
Office Supplies,26/5/2014,South,13,2,30
Office Supplies,26/5/2014,Central,-11,3,50
Office Supplies,27/5/2014,South,63,3,208
Office Supplies,27/5/2014,South,1,2,26
Technology,27/5/2014,South,7,2,23
Office Supplies,27/5/2014,West,6,2,13
Furniture,28/5/2014,West,15,4,35
Office Supplies,28/5/2014,South,9,5,26
Office Supplies,28/5/2014,West,29,5,477
Technology,28/5/2014,West,23,3,302
Office Supplies,28/5/2014,West,8,3,31
Technology,28/5/2014,West,10,6,98
Office Supplies,28/5/2014,South,28,2,58
Technology,28/5/2014,South,135,3,540
Furniture,28/5/2014,Central,138,5,477
Office Supplies,28/5/2014,South,-10,5,12
Technology,28/5/2014,South,0,3,27
Furniture,29/5/2014,South,33,2,302
Furniture,29/5/2014,East,101,8,247
Furniture,29/5/2014,East,-65,4,116
Furniture,29/5/2014,East,10,2,27
Office Supplies,29/5/2014,East,36,3,125
Office Supplies,29/5/2014,East,5,3,14
Technology,29/5/2014,Central,4,4,54
Furniture,29/5/2014,Central,-29,3,107
Office Supplies,29/5/2014,Central,-6,3,4
Office Supplies,29/5/2014,West,5,3,16
Technology,29/5/2014,West,54,4,272
Technology,29/5/2014,West,20,5,196
Office Supplies,30/5/2014,Central,1,5,24
Furniture,30/5/2014,Central,3,3,6
Office Supplies,30/5/2014,Central,121,2,465
Office Supplies,30/5/2014,Central,20,1,43
Office Supplies,30/5/2014,Central,4,1,8
Office Supplies,30/5/2014,Central,9,5,26
Office Supplies,30/5/2014,Central,5,3,53
Furniture,30/5/2014,Central,-52,4,65
Furniture,31/5/2014,South,34,2,242
Furniture,31/5/2014,South,3,3,8
Office Supplies,31/5/2014,South,2,1,4
Furniture,31/5/2014,Central,-6,1,205
Furniture,31/5/2014,West,0,1,14
Office Supplies,31/5/2014,West,10,6,35
Technology,31/5/2014,West,-3,2,35
Technology,31/5/2014,West,18,1,157
Office Supplies,31/5/2014,West,18,4,38
Furniture,2/6/2014,Central,539,6,1926
Office Supplies,2/6/2014,East,-3,2,4
Office Supplies,2/6/2014,East,10,6,28
Office Supplies,2/6/2014,Central,794,8,2405
Office Supplies,2/6/2014,Central,9,2,17
Technology,2/6/2014,East,-34,4,158
Technology,2/6/2014,Central,15,1,40
Technology,2/6/2014,Central,16,3,84
Office Supplies,2/6/2014,Central,26,5,54
Office Supplies,2/6/2014,East,1,5,17
Office Supplies,2/6/2014,East,-77,3,325
Office Supplies,3/6/2014,South,9,4,25
Office Supplies,3/6/2014,West,16,5,44
Office Supplies,3/6/2014,West,8,6,25
Office Supplies,3/6/2014,East,2,2,27
Technology,3/6/2014,East,-1,1,3
Office Supplies,3/6/2014,Central,4,2,11
Furniture,4/6/2014,South,10,7,35
Office Supplies,4/6/2014,West,1,1,4
Office Supplies,4/6/2014,West,5,2,12
Office Supplies,4/6/2014,West,5,9,136
Technology,4/6/2014,West,9,5,45
Technology,4/6/2014,West,363,10,1100
Furniture,4/6/2014,East,-115,2,385
Office Supplies,4/6/2014,East,22,4,45
Technology,4/6/2014,East,36,6,79
Furniture,4/6/2014,South,0,2,242
Office Supplies,4/6/2014,South,1,2,5
Office Supplies,4/6/2014,South,2,7,24
Office Supplies,4/6/2014,South,-3,3,5
Office Supplies,4/6/2014,South,5,3,16
Technology,4/6/2014,South,-3,1,206
Technology,4/6/2014,South,-4,2,110
Technology,4/6/2014,South,50,5,504
Office Supplies,5/6/2014,South,54,7,108
Office Supplies,5/6/2014,South,4,3,10
Furniture,5/6/2014,Central,-17,6,30
Office Supplies,5/6/2014,South,6,2,12
Office Supplies,5/6/2014,Central,-10,7,6
Furniture,5/6/2014,South,2,2,32
Office Supplies,5/6/2014,Central,3,3,9
Technology,5/6/2014,South,25,2,72
Technology,6/6/2014,Central,53,3,470
Office Supplies,6/6/2014,South,7,4,21
Furniture,7/6/2014,West,2,1,5
Office Supplies,7/6/2014,West,0,5,26
Furniture,9/6/2014,West,141,2,1498
Office Supplies,9/6/2014,Central,29,3,85
Office Supplies,9/6/2014,Central,2,3,24
Technology,9/6/2014,Central,29,3,382
Technology,9/6/2014,West,-4,2,18
Office Supplies,9/6/2014,Central,-4,2,2
Office Supplies,9/6/2014,Central,-19,4,12
Office Supplies,9/6/2014,West,-48,2,73
Office Supplies,9/6/2014,West,-8,2,35
Technology,9/6/2014,West,12,7,90
Office Supplies,9/6/2014,East,5,2,10
Office Supplies,10/6/2014,Central,54,5,721
Furniture,10/6/2014,Central,-14,3,24
Furniture,10/6/2014,Central,-72,1,109
Office Supplies,10/6/2014,Central,11,8,36
Office Supplies,10/6/2014,South,23,4,49
Office Supplies,11/6/2014,East,15,6,40
Furniture,11/6/2014,West,-30,5,514
Office Supplies,11/6/2014,West,5,5,16
Office Supplies,11/6/2014,West,4,7,15
Office Supplies,11/6/2014,West,15,2,30
Technology,11/6/2014,West,17,5,280
Office Supplies,11/6/2014,East,1,3,14
Office Supplies,11/6/2014,East,4,5,8
Office Supplies,11/6/2014,South,84,8,1348
Office Supplies,11/6/2014,West,5,4,12
Office Supplies,11/6/2014,West,4,1,16
Technology,11/6/2014,Central,54,4,133
Technology,11/6/2014,West,8,3,89
Office Supplies,12/6/2014,West,60,3,123
Furniture,12/6/2014,West,35,1,281
Office Supplies,12/6/2014,West,7,5,88
Office Supplies,12/6/2014,West,2,1,16
Office Supplies,12/6/2014,West,-49,3,216
Office Supplies,12/6/2014,West,8,4,68
Furniture,12/6/2014,West,42,3,174
Office Supplies,12/6/2014,West,7,6,18
Office Supplies,12/6/2014,West,18,2,38
Office Supplies,12/6/2014,West,1,2,103
Technology,12/6/2014,West,130,5,386
Office Supplies,12/6/2014,West,17,3,61
Office Supplies,12/6/2014,South,1,2,4
Office Supplies,12/6/2014,South,-4,4,5
Furniture,13/6/2014,Central,-7,3,9
Office Supplies,13/6/2014,West,9,3,19
Technology,13/6/2014,West,9,3,72
Technology,13/6/2014,East,19,2,64
Furniture,13/6/2014,East,143,4,858
Office Supplies,13/6/2014,East,17,3,64
Office Supplies,13/6/2014,East,4,3,13
Office Supplies,13/6/2014,East,9,4,19
Furniture,13/6/2014,South,1,2,17
Furniture,13/6/2014,South,68,3,453
Office Supplies,13/6/2014,South,42,3,91
Furniture,14/6/2014,Central,-87,7,470
Office Supplies,14/6/2014,Central,-39,4,165
Technology,14/6/2014,Central,6,2,48
Office Supplies,14/6/2014,South,51,7,182
Furniture,14/6/2014,West,-25,4,291
Office Supplies,16/6/2014,Central,22,3,44
Office Supplies,16/6/2014,Central,9,3,18
Office Supplies,16/6/2014,Central,23,5,85
Furniture,16/6/2014,South,-4,2,78
Furniture,16/6/2014,South,52,3,698
Technology,16/6/2014,West,5,3,48
Technology,16/6/2014,West,7,1,120
Furniture,16/6/2014,South,9,4,31
Furniture,16/6/2014,South,-28,2,121
Office Supplies,16/6/2014,West,2,1,4
Office Supplies,16/6/2014,South,7,8,77
Office Supplies,16/6/2014,South,30,5,91
Office Supplies,16/6/2014,South,18,1,143
Technology,16/6/2014,South,27,3,240
Technology,16/6/2014,South,224,8,2240
Office Supplies,16/6/2014,Central,2,5,20
Office Supplies,17/6/2014,East,2,5,24
Technology,17/6/2014,East,108,6,480
Furniture,17/6/2014,West,91,7,1213
Office Supplies,17/6/2014,West,9,2,19
Office Supplies,17/6/2014,South,5,3,14
Furniture,17/6/2014,South,91,2,302
Office Supplies,17/6/2014,South,51,3,181
Office Supplies,17/6/2014,Central,-9,7,6
Office Supplies,17/6/2014,West,92,4,192
Office Supplies,17/6/2014,West,9,3,19
Office Supplies,17/6/2014,West,4,2,17
Technology,17/6/2014,South,17,1,66
Technology,17/6/2014,South,52,2,192
Office Supplies,18/6/2014,West,18,3,51
Office Supplies,18/6/2014,West,-33,3,146
Office Supplies,18/6/2014,Central,-4,4,2
Office Supplies,18/6/2014,Central,-16,4,9
Office Supplies,18/6/2014,Central,4,2,12
Furniture,18/6/2014,West,47,3,155
Office Supplies,18/6/2014,West,4,1,14
Technology,18/6/2014,East,8,3,101
Technology,18/6/2014,East,1668,5,3405
Office Supplies,19/6/2014,Central,23,3,74
Furniture,19/6/2014,West,76,9,918
Office Supplies,19/6/2014,West,19,6,39
Furniture,20/6/2014,East,-43,6,760
Furniture,20/6/2014,East,7,3,39
Technology,20/6/2014,East,2,9,122
Furniture,20/6/2014,West,21,4,50
Office Supplies,20/6/2014,Central,-5,1,2
Office Supplies,20/6/2014,Central,-1,1,0
Office Supplies,20/6/2014,Central,48,8,146
Office Supplies,20/6/2014,West,12,2,25
Office Supplies,20/6/2014,East,46,2,98
Technology,20/6/2014,East,10,8,103
Office Supplies,20/6/2014,Central,-33,2,154
Office Supplies,20/6/2014,Central,1,1,11
Furniture,20/6/2014,Central,-85,3,457
Office Supplies,20/6/2014,East,4,3,12
Office Supplies,20/6/2014,East,6,2,129
Office Supplies,20/6/2014,Central,-11,3,7
Office Supplies,21/6/2014,South,0,1,4
Office Supplies,21/6/2014,East,19,3,51
Technology,21/6/2014,East,15,5,150
Office Supplies,21/6/2014,East,1,2,5
Office Supplies,21/6/2014,East,5,2,10
Office Supplies,21/6/2014,East,11,6,31
Office Supplies,21/6/2014,South,16,5,32
Technology,21/6/2014,East,72,3,240
Technology,21/6/2014,South,126,4,504
Furniture,22/6/2014,East,2,5,18
Office Supplies,22/6/2014,East,-34,6,41
Office Supplies,22/6/2014,East,40,5,82
Office Supplies,22/6/2014,East,3,2,6
Office Supplies,22/6/2014,East,219,8,448
Office Supplies,23/6/2014,South,13,3,38
Furniture,23/6/2014,Central,146,2,488
Office Supplies,23/6/2014,East,-8,3,10
Office Supplies,23/6/2014,East,-24,5,31
Office Supplies,23/6/2014,East,1,2,9
Office Supplies,23/6/2014,Central,-5,3,3
Furniture,25/6/2014,East,33,2,173
Furniture,25/6/2014,East,50,3,277
Office Supplies,25/6/2014,West,1,1,3
Office Supplies,25/6/2014,East,48,3,103
Office Supplies,25/6/2014,West,26,8,96
Office Supplies,25/6/2014,East,7,3,22
Office Supplies,25/6/2014,Central,-320,3,183
Office Supplies,25/6/2014,Central,3,3,10
Office Supplies,25/6/2014,West,12,9,36
Office Supplies,25/6/2014,West,112,8,386
Furniture,26/6/2014,East,-5,1,401
Furniture,26/6/2014,West,148,4,871
Technology,26/6/2014,Central,17,2,148
Office Supplies,26/6/2014,West,1,2,5
Office Supplies,26/6/2014,West,-2,3,11
Office Supplies,26/6/2014,West,27,6,71
Office Supplies,27/6/2014,Central,5,4,16
Office Supplies,27/6/2014,Central,2,1,5
Technology,27/6/2014,Central,136,8,544
Office Supplies,27/6/2014,East,0,3,273
Office Supplies,27/6/2014,East,37,2,102
Office Supplies,27/6/2014,East,32,3,69
Office Supplies,27/6/2014,East,214,4,714
Office Supplies,27/6/2014,East,8,5,28
Technology,27/6/2014,East,67,3,240
Technology,27/6/2014,West,65,9,432
Furniture,27/6/2014,Central,32,5,526
Furniture,27/6/2014,South,-14,3,274
Office Supplies,27/6/2014,South,5,6,14
Office Supplies,27/6/2014,West,2,12,84
Technology,27/6/2014,East,42,3,358
Technology,27/6/2014,East,73,14,546
Furniture,28/6/2014,West,40,3,126
Office Supplies,28/6/2014,West,9,3,19
Technology,28/6/2014,West,245,5,1287
Office Supplies,28/6/2014,Central,9,3,20
Furniture,28/6/2014,East,32,3,192
Furniture,30/6/2014,Central,-96,3,410
Furniture,30/6/2014,Central,-40,3,307
Office Supplies,30/6/2014,Central,-55,2,21
Office Supplies,30/6/2014,West,3,2,12
Office Supplies,30/6/2014,West,302,5,896
Office Supplies,30/6/2014,West,39,3,131
Technology,30/6/2014,West,22,3,62
Furniture,30/6/2014,East,185,9,639
Furniture,30/6/2014,East,9,2,25
Office Supplies,30/6/2014,East,8,3,31
Office Supplies,30/6/2014,West,311,2,1296
Office Supplies,30/6/2014,Central,91,3,363
Office Supplies,30/6/2014,Central,6,2,12
Office Supplies,30/6/2014,Central,2,1,5
Office Supplies,30/6/2014,West,102,9,313
Furniture,1/7/2014,East,-296,5,1045
Furniture,1/7/2014,West,5,3,436
Furniture,1/7/2014,South,5,2,20
Furniture,1/7/2014,Central,-179,3,569
Furniture,1/7/2014,Central,-10,2,14
Office Supplies,1/7/2014,East,282,7,1085
Technology,1/7/2014,Central,125,2,1002
Office Supplies,1/7/2014,West,100,5,205
Office Supplies,1/7/2014,West,26,3,76
Furniture,1/7/2014,East,10,1,22
Office Supplies,1/7/2014,East,67,7,249
Office Supplies,2/7/2014,Central,78,1,170
Office Supplies,2/7/2014,Central,12,4,26
Office Supplies,2/7/2014,Central,13,4,444
Office Supplies,3/7/2014,Central,-8,4,5
Office Supplies,3/7/2014,Central,59,5,164
Technology,4/7/2014,West,26,2,60
Technology,4/7/2014,West,743,4,1688
Technology,4/7/2014,West,210,6,2395
Technology,4/7/2014,West,3,1,8
Furniture,4/7/2014,East,27,1,102
Office Supplies,4/7/2014,South,2,3,10
Furniture,4/7/2014,East,-104,2,215
Office Supplies,4/7/2014,Central,92,7,274
Office Supplies,4/7/2014,East,11,4,33
Office Supplies,4/7/2014,East,11,6,31
Technology,4/7/2014,Central,50,3,597
Furniture,4/7/2014,South,6,1,24
Technology,4/7/2014,Central,63,4,168
Technology,4/7/2014,South,78,3,288
Office Supplies,4/7/2014,West,1,4,88
Office Supplies,4/7/2014,East,12,2,25
Technology,4/7/2014,South,-3,2,24
Technology,4/7/2014,East,93,10,259
Furniture,4/7/2014,West,54,3,129
Furniture,4/7/2014,West,115,9,546
Technology,6/7/2014,Central,22,4,80
Furniture,6/7/2014,Central,-349,9,332
Office Supplies,6/7/2014,Central,-18,9,11
Office Supplies,6/7/2014,Central,-10,1,6
Office Supplies,6/7/2014,Central,11,6,31
Office Supplies,6/7/2014,Central,6,3,16
Furniture,7/7/2014,South,24,1,239
Furniture,7/7/2014,West,-14,3,122
Office Supplies,7/7/2014,East,-2,2,3
Office Supplies,7/7/2014,East,6,3,16
Furniture,8/7/2014,East,-45,3,87
Office Supplies,8/7/2014,East,5,3,16
Office Supplies,8/7/2014,East,1,3,13
Office Supplies,8/7/2014,East,6,3,17
Technology,8/7/2014,East,5,3,17
Technology,8/7/2014,East,86,2,528
Technology,8/7/2014,East,-114,2,684
Technology,8/7/2014,East,93,4,252
Office Supplies,8/7/2014,West,0,3,6
Office Supplies,9/7/2014,West,35,6,75
Furniture,9/7/2014,West,63,5,146
Furniture,9/7/2014,East,6,4,84
Furniture,9/7/2014,East,9,2,40
Furniture,9/7/2014,West,5,3,16
Office Supplies,9/7/2014,East,4,2,13
Office Supplies,9/7/2014,East,3,3,8
Office Supplies,9/7/2014,East,12,2,25
Office Supplies,9/7/2014,East,45,5,175
Office Supplies,9/7/2014,East,9,7,29
Office Supplies,9/7/2014,West,4,4,13
Office Supplies,9/7/2014,West,6,3,18
Office Supplies,9/7/2014,West,30,3,86
Office Supplies,9/7/2014,West,24,2,53
Technology,9/7/2014,East,58,5,142
Furniture,9/7/2014,West,99,2,198
Office Supplies,9/7/2014,West,8,2,23
Office Supplies,9/7/2014,West,385,8,786
Technology,9/7/2014,West,11,2,50
Office Supplies,10/7/2014,Central,-146,9,58
Office Supplies,10/7/2014,Central,3,5,9
Furniture,10/7/2014,Central,32,5,526
Office Supplies,10/7/2014,Central,14,5,229
Office Supplies,10/7/2014,East,49,6,119
Office Supplies,10/7/2014,East,135,5,275
Office Supplies,10/7/2014,East,4,4,196
Office Supplies,10/7/2014,West,-1,2,1
Technology,10/7/2014,East,75,2,258
Furniture,11/7/2014,South,8,3,19
Office Supplies,11/7/2014,South,11,3,42
Office Supplies,11/7/2014,Central,26,6,298
Technology,12/7/2014,East,17,6,133
Office Supplies,12/7/2014,West,4,3,9
Office Supplies,12/7/2014,West,9,5,30
Technology,12/7/2014,West,5,6,72
Office Supplies,12/7/2014,Central,12,4,30
Office Supplies,12/7/2014,West,44,5,168
Technology,12/7/2014,West,245,5,1287
Office Supplies,13/7/2014,East,1,1,4
Furniture,14/7/2014,East,19,9,91
Office Supplies,14/7/2014,Central,6,2,14
Office Supplies,14/7/2014,Central,94,2,360
Technology,14/7/2014,East,-7,1,40
Furniture,15/7/2014,East,149,5,397
Furniture,15/7/2014,West,50,3,277
Furniture,15/7/2014,West,8,3,19
Office Supplies,15/7/2014,East,2,5,13
Office Supplies,15/7/2014,East,3,2,9
Office Supplies,15/7/2014,East,18,7,239
Office Supplies,15/7/2014,East,5,5,62
Office Supplies,15/7/2014,West,21,4,72
Office Supplies,15/7/2014,West,1,2,4
Office Supplies,15/7/2014,West,2,4,5
Technology,15/7/2014,East,-378,9,1890
Technology,15/7/2014,West,20,3,141
Technology,15/7/2014,West,53,3,470
Furniture,16/7/2014,South,157,3,873
Office Supplies,16/7/2014,South,50,3,180
Office Supplies,16/7/2014,South,6,2,13
Furniture,16/7/2014,East,89,6,664
Office Supplies,16/7/2014,East,2,2,7
Office Supplies,16/7/2014,East,4,3,8
Office Supplies,16/7/2014,East,4,2,9
Technology,16/7/2014,East,9,2,42
Furniture,16/7/2014,East,-49,3,310
Office Supplies,16/7/2014,East,13,3,27
Furniture,17/7/2014,East,-1,2,71
Office Supplies,17/7/2014,Central,1,2,3
Furniture,17/7/2014,South,15,3,242
Furniture,18/7/2014,West,211,5,1194
Office Supplies,18/7/2014,West,29,5,58
Office Supplies,18/7/2014,West,16,5,32
Office Supplies,18/7/2014,West,0,2,11
Technology,18/7/2014,West,90,2,480
Furniture,18/7/2014,South,2,2,8
Furniture,18/7/2014,East,14,4,39
Office Supplies,18/7/2014,East,48,5,100
Technology,18/7/2014,East,67,2,270
Furniture,19/7/2014,East,-14,4,199
Furniture,19/7/2014,West,10,2,162
Furniture,19/7/2014,West,-43,3,312
Furniture,19/7/2014,West,-449,5,802
Office Supplies,19/7/2014,East,1,2,9
Office Supplies,19/7/2014,West,-6,4,8
Office Supplies,19/7/2014,West,5,2,16
Technology,19/7/2014,East,70,5,600
Office Supplies,21/7/2014,Central,331,2,736
Furniture,21/7/2014,Central,27,3,183
Furniture,21/7/2014,East,25,2,164
Furniture,21/7/2014,East,31,4,184
Office Supplies,21/7/2014,Central,112,2,416
Office Supplies,21/7/2014,Central,20,5,43
Office Supplies,21/7/2014,Central,30,7,61
Office Supplies,21/7/2014,Central,7,2,15
Office Supplies,21/7/2014,East,6,2,13
Technology,21/7/2014,Central,133,3,390
Furniture,21/7/2014,Central,-6,1,9
Office Supplies,21/7/2014,Central,9,2,70
Office Supplies,22/7/2014,West,8,1,26
Technology,22/7/2014,West,6,9,72
Office Supplies,22/7/2014,Central,-5,4,3
Office Supplies,22/7/2014,Central,-165,7,94
Furniture,22/7/2014,Central,-21,4,124
Furniture,22/7/2014,West,23,2,225
Office Supplies,22/7/2014,West,18,3,50
Office Supplies,22/7/2014,West,8,2,16
Office Supplies,22/7/2014,West,2,2,4
Office Supplies,22/7/2014,East,3,1,6
Technology,22/7/2014,West,122,9,1626
Office Supplies,22/7/2014,Central,-3,2,2
Office Supplies,22/7/2014,East,-23,3,34
Office Supplies,22/7/2014,East,25,7,222
Technology,22/7/2014,East,-53,6,211
Furniture,22/7/2014,South,70,3,303
Furniture,22/7/2014,South,4,5,9
Office Supplies,22/7/2014,East,5,4,17
Office Supplies,22/7/2014,South,30,6,102
Office Supplies,22/7/2014,South,6,6,20
Office Supplies,22/7/2014,South,7,3,15
Office Supplies,22/7/2014,South,12,2,232
Technology,22/7/2014,South,68,4,272
Furniture,23/7/2014,Central,-75,4,526
Technology,23/7/2014,East,14,3,30
Technology,24/7/2014,Central,144,5,400
Office Supplies,24/7/2014,Central,5,2,12
Technology,24/7/2014,Central,11,5,160
Office Supplies,24/7/2014,West,6,3,15
Office Supplies,24/7/2014,West,28,9,58
Office Supplies,24/7/2014,Central,21,3,63
Office Supplies,24/7/2014,East,20,4,41
Office Supplies,24/7/2014,Central,15,4,122
Office Supplies,24/7/2014,East,4,3,13
Office Supplies,24/7/2014,East,4,3,14
Technology,25/7/2014,West,840,5,2400
Furniture,26/7/2014,Central,-4,6,298
Furniture,26/7/2014,East,3,4,20
Furniture,26/7/2014,East,-35,1,139
Office Supplies,26/7/2014,East,7,4,21
Office Supplies,26/7/2014,East,-26,5,260
Office Supplies,26/7/2014,East,4,3,38
Office Supplies,26/7/2014,East,1,1,3
Office Supplies,26/7/2014,Central,10,7,20
Furniture,27/7/2014,West,45,3,362
Technology,27/7/2014,West,660,5,1650
Furniture,28/7/2014,East,4,1,15
Furniture,28/7/2014,South,-2,3,91
Technology,28/7/2014,East,136,8,544
Furniture,28/7/2014,South,12,4,195
Furniture,28/7/2014,West,11,3,24
Office Supplies,28/7/2014,West,12,4,26
Office Supplies,28/7/2014,West,6,2,13
Technology,28/7/2014,West,33,5,235
Office Supplies,29/7/2014,West,4,4,10
Office Supplies,29/7/2014,West,4,1,15
Technology,29/7/2014,West,100,4,1146
Office Supplies,30/7/2014,East,22,9,60
Office Supplies,30/7/2014,South,7,2,35
Office Supplies,30/7/2014,South,0,3,4
Technology,30/7/2014,South,1,5,22
Furniture,30/7/2014,West,26,2,116
Technology,30/7/2014,West,12,3,91
Furniture,30/7/2014,Central,73,3,303
Office Supplies,30/7/2014,Central,61,2,138
Office Supplies,30/7/2014,Central,16,2,33
Office Supplies,30/7/2014,Central,0,2,3
Technology,30/7/2014,Central,134,3,462
Technology,30/7/2014,Central,16,1,125
Office Supplies,31/7/2014,East,-54,4,77
Office Supplies,31/7/2014,West,13,7,26
Office Supplies,31/7/2014,West,86,2,330
Technology,31/7/2014,East,43,5,90
Technology,1/8/2014,Central,4,1,37
Furniture,1/8/2014,West,11,7,37
Office Supplies,1/8/2014,West,15,2,57
Office Supplies,1/8/2014,East,5,3,11
Office Supplies,1/8/2014,East,391,5,850
Office Supplies,1/8/2014,East,6,1,12
Technology,1/8/2014,South,8,2,41
Office Supplies,1/8/2014,Central,55,6,156
Office Supplies,1/8/2014,Central,8,4,18
Office Supplies,1/8/2014,East,18,3,55
Technology,1/8/2014,East,-57,4,286
Technology,2/8/2014,Central,6,2,96
Office Supplies,2/8/2014,West,19,2,55
Technology,2/8/2014,South,17,5,272
Office Supplies,2/8/2014,West,50,3,187
Office Supplies,2/8/2014,Central,13,7,36
Technology,2/8/2014,Central,-264,3,1440
Furniture,4/8/2014,Central,-37,2,183
Office Supplies,4/8/2014,East,5,5,17
Office Supplies,4/8/2014,West,24,3,100
Technology,4/8/2014,Central,7,3,40
Furniture,4/8/2014,West,11,3,124
Office Supplies,4/8/2014,West,25,5,52
Office Supplies,4/8/2014,West,4,1,16
Office Supplies,5/8/2014,West,3,1,9
Office Supplies,5/8/2014,West,3,2,8
Office Supplies,5/8/2014,Central,-6,3,3
Office Supplies,6/8/2014,South,6,2,14
Office Supplies,6/8/2014,Central,8,9,151
Office Supplies,6/8/2014,Central,60,6,126
Office Supplies,6/8/2014,Central,67,9,133
Technology,6/8/2014,Central,30,2,80
Furniture,7/8/2014,South,23,3,146
Furniture,7/8/2014,South,7,5,15
Office Supplies,7/8/2014,East,21,4,70
Office Supplies,7/8/2014,Central,40,3,115
Office Supplies,7/8/2014,East,68,6,228
Office Supplies,7/8/2014,East,12,8,25
Technology,7/8/2014,East,247,5,825
