Order Date,Postal Code,Region,State,Profit,Profit Ratio,Sales
2/4/2014,32216,South,Florida,-6,-0.238,24
2/4/2014,94110,West,California,38,0.313,122
2/4/2014,94110,West,California,3,0.47,6
2/4/2014,10011,East,New York,19,0.45,43
3/4/2014,31907,South,Georgia,70,0.17,412
3/4/2014,31907,South,Georgia,130,0.36,360
3/4/2014,6450,East,Connecticut,3,0.26,11
3/4/2014,35601,South,Alabama,7,0.46,15
3/4/2014,90008,West,California,7,0.26,25
4/4/2014,60653,Central,Illinois,2,0.313,7
4/4/2014,19143,East,Pennsylvania,8,0.3,25
5/4/2014,10035,East,New York,2,0.29,7
5/4/2014,10009,East,New York,7,0.03,240
5/4/2014,10009,East,New York,33,0.28,119
5/4/2014,10009,East,New York,11,0.27,41
5/4/2014,60016,Central,Illinois,48,0.125,384
5/4/2014,10011,East,New York,8,0.5,17
7/4/2014,37421,South,Tennessee,-6,-0.733,8
7/4/2014,52302,Central,Iowa,50,0.47,106
8/4/2014,32216,South,Florida,1,0.075,16
8/4/2014,32216,South,Florida,19,0.088,219
8/4/2014,33614,South,Florida,0,0,258
8/4/2014,33614,South,Florida,-248,-0.4,621
8/4/2014,33614,South,Florida,-102,-0.436,234
8/4/2014,33614,South,Florida,-4,-0.667,5
8/4/2014,33614,South,Florida,-8,-0.013,618
9/4/2014,48237,Central,Michigan,71,0.26,274
9/4/2014,48237,Central,Michigan,80,0.26,307
9/4/2014,94110,West,California,115,0.47,245
9/4/2014,94110,West,California,98,0.5,196
9/4/2014,7060,East,New Jersey,10,0.25,42
9/4/2014,7060,East,New Jersey,622,0.24,2592
9/4/2014,30076,South,Georgia,16,0.28,56
9/4/2014,30076,South,Georgia,1265,0.47,2691
10/4/2014,32216,South,Florida,-13,-0.767,17
10/4/2014,32216,South,Florida,5,0.325,15
10/4/2014,32216,South,Florida,88,0.35,252
10/4/2014,10011,East,New York,10,0.27,36
10/4/2014,10011,East,New York,4,0.49,9
10/4/2014,10011,East,New York,5,0.49,10
10/4/2014,10011,East,New York,92,0.48,192
10/4/2014,10011,East,New York,6,0.48,13
10/4/2014,10011,East,New York,0,0,502
10/4/2014,48205,Central,Michigan,220,0.46,478
10/4/2014,17403,East,Pennsylvania,-29,-0.767,38
10/4/2014,17403,East,Pennsylvania,24,0.363,66
11/4/2014,78745,Central,Texas,4,0.35,10
11/4/2014,78745,Central,Texas,20,0.213,96
11/4/2014,19143,East,Pennsylvania,6,0.175,37
11/4/2014,32216,South,Florida,2,0.15,12
11/4/2014,19143,East,Pennsylvania,22,0.113,195
11/4/2014,32216,South,Florida,-3,-0.7,4
11/4/2014,6708,East,Connecticut,72,0.25,286
11/4/2014,6708,East,Connecticut,42,0.42,100
11/4/2014,8901,East,New Jersey,4,0.5,7
11/4/2014,8901,East,New Jersey,4,0.47,8
12/4/2014,43130,East,Ohio,1,0.088,17
12/4/2014,43130,East,Ohio,-5,-0.175,27
12/4/2014,27217,South,North Carolina,2,0.113,21
12/4/2014,27217,South,North Carolina,0,0.088,2
12/4/2014,91104,West,California,14,0.34,42
12/4/2014,79424,Central,Texas,-17,-1.5,11
12/4/2014,91104,West,California,22,0.11,200
13/4/2014,2908,East,Rhode Island,13,0.45,30
13/4/2014,2908,East,Rhode Island,18,0.45,40
14/4/2014,98105,West,Washington,302,0.338,896
14/4/2014,98105,West,Washington,2,0.45,5
14/4/2014,92345,West,California,-38,-0.088,437
14/4/2014,19134,East,Pennsylvania,2,0.213,8
15/4/2014,65807,Central,Missouri,4,0.48,9
15/4/2014,43615,East,Ohio,21,0.238,90
15/4/2014,43615,East,Ohio,3,0.175,15
15/4/2014,43615,East,Ohio,5,0.363,14
15/4/2014,28314,South,North Carolina,-32,-0.163,198
15/4/2014,10024,East,New York,9,0.037,242
15/4/2014,7960,East,New Jersey,20,0.27,74
15/4/2014,10024,East,New York,4,0.325,11
16/4/2014,22204,South,Virginia,2,0.41,5
16/4/2014,33180,South,Florida,-12,-0.767,16
16/4/2014,90049,West,California,36,0.46,79
16/4/2014,89015,West,Nevada,71,0.36,196
16/4/2014,28027,South,North Carolina,5,0.35,16
16/4/2014,77041,Central,Texas,7,0.35,21
17/4/2014,35244,South,Alabama,10,0.02,477
17/4/2014,35244,South,Alabama,2,0.06,26
17/4/2014,95123,West,California,-6,-0.059,103
17/4/2014,43229,East,Ohio,-10,-0.733,14
17/4/2014,95123,West,California,2,0.01,206
17/4/2014,94109,West,California,12,0.3,41
17/4/2014,60610,Central,Illinois,2,0.125,17
17/4/2014,77095,Central,Texas,-5,-1.65,3
17/4/2014,77095,Central,Texas,-44,-1.7,26
17/4/2014,77095,Central,Texas,-8,-0.238,33
18/4/2014,19120,East,Pennsylvania,5,0.088,60
18/4/2014,90008,West,California,-19,-0.088,218
18/4/2014,90008,West,California,4,0.33,11
18/4/2014,90008,West,California,11,0.49,23
18/4/2014,90008,West,California,3,0.47,7
18/4/2014,90008,West,California,14,0.48,28
18/4/2014,60653,Central,Illinois,-44,-0.225,195
18/4/2014,90008,West,California,47,0.17,275
18/4/2014,80027,West,Colorado,-7,-0.733,9
18/4/2014,80027,West,Colorado,-16,-0.733,22
18/4/2014,80027,West,Colorado,-9,-0.767,12
18/4/2014,80027,West,Colorado,7,0.35,21
18/4/2014,80027,West,Colorado,-3400,-1.333,2550
21/4/2014,44105,East,Ohio,-6,-0.733,9
21/4/2014,44105,East,Ohio,-21,-0.025,849
21/4/2014,44105,East,Ohio,-24,-0.2,122
21/4/2014,19120,East,Pennsylvania,10,0.2,52
21/4/2014,19120,East,Pennsylvania,10,0.225,42
21/4/2014,19120,East,Pennsylvania,33,0.1,333
21/4/2014,19120,East,Pennsylvania,6,0.113,51
21/4/2014,60653,Central,Illinois,-18,-0.057,317
21/4/2014,60653,Central,Illinois,-6,-0.425,15
21/4/2014,60653,Central,Illinois,4,0.225,16
21/4/2014,48234,Central,Michigan,18,0.5,37
21/4/2014,48234,Central,Michigan,70,0.48,147
21/4/2014,60610,Central,Illinois,-52,-1.175,44
22/4/2014,21215,East,Maryland,227,0.25,909
22/4/2014,77070,Central,Texas,7,0.35,21
22/4/2014,77070,Central,Texas,8,0.175,48
22/4/2014,98103,West,Washington,34,0.21,163
22/4/2014,98103,West,Washington,3,0.3,12
22/4/2014,77036,Central,Texas,-243,-2.5,97
22/4/2014,77041,Central,Texas,-5,-1.75,3
22/4/2014,77041,Central,Texas,-5,-1.7,3
23/4/2014,94122,West,California,6,0.34,18
23/4/2014,19140,East,Pennsylvania,0,0,254
23/4/2014,31907,South,Georgia,88,0.13,675
24/4/2014,91104,West,California,27,0.4,66
24/4/2014,91104,West,California,8,0.33,24
24/4/2014,10011,East,New York,15,0.28,55
24/4/2014,91104,West,California,30,0.325,93
24/4/2014,46226,Central,Indiana,56,0.36,155
24/4/2014,80634,West,Colorado,3,0.288,12
24/4/2014,80634,West,Colorado,7,0.375,19
24/4/2014,43229,East,Ohio,-8,-0.667,12
24/4/2014,43229,East,Ohio,2,0.35,5
24/4/2014,37042,South,Tennessee,-15,-0.038,387
24/4/2014,37042,South,Tennessee,-12,-0.15,78
24/4/2014,37042,South,Tennessee,1,0.35,3
24/4/2014,37042,South,Tennessee,12,0.263,45
24/4/2014,10024,East,New York,35,0.29,122
24/4/2014,10024,East,New York,37,0.3,123
25/4/2014,85204,West,Arizona,35,0.063,552
25/4/2014,19143,East,Pennsylvania,12,0.125,99
25/4/2014,19143,East,Pennsylvania,-1,-0.833,1
25/4/2014,19143,East,Pennsylvania,-6,-0.767,8
25/4/2014,2908,East,Rhode Island,5,0.07,70
25/4/2014,93101,West,California,1,0.36,2
25/4/2014,60610,Central,Illinois,-18,-1.75,10
25/4/2014,60610,Central,Illinois,-18,-0.25,73
25/4/2014,32216,South,Florida,-21,-0.188,114
26/4/2014,37211,South,Tennessee,5,0.125,42
26/4/2014,37211,South,Tennessee,7,0.1,68
26/4/2014,90008,West,California,28,0.082,345
26/4/2014,94109,West,California,23,0.21,108
26/4/2014,90049,West,California,5,0.325,14
26/4/2014,85224,West,Arizona,1,0.075,9
26/4/2014,90032,West,California,28,0.375,73
26/4/2014,90032,West,California,9,0.46,19
27/4/2014,76106,Central,Texas,-1,-0.725,2
27/4/2014,98115,West,Washington,19,0.49,39
27/4/2014,98115,West,Washington,9,0.46,20
28/4/2014,90045,West,California,12,0.26,47
28/4/2014,90045,West,California,33,0.27,124
28/4/2014,90045,West,California,6,0.46,12
28/4/2014,76106,Central,Texas,-42,-0.191,220
28/4/2014,76106,Central,Texas,12,0.35,33
28/4/2014,98105,West,Washington,39,0.28,140
29/4/2014,28403,South,North Carolina,5,0.188,28
29/4/2014,19143,East,Pennsylvania,1,0.113,7
29/4/2014,19143,East,Pennsylvania,1,0.088,8
29/4/2014,34741,South,Florida,85,0.113,752
30/4/2014,43017,East,Ohio,-70,-0.067,1048
30/4/2014,7050,East,New Jersey,2,0.49,5
1/5/2014,6040,East,Connecticut,3,0.49,6
1/5/2014,32771,South,Florida,-8,-0.038,221
1/5/2014,32771,South,Florida,-4,-0.733,5
1/5/2014,90032,West,California,8,0.325,23
1/5/2014,33068,South,Florida,6,0.263,24
1/5/2014,94110,West,California,21,0.33,65
1/5/2014,10024,East,New York,28,0.45,63
1/5/2014,90008,West,California,4,0.41,10
1/5/2014,94110,West,California,15,0.49,31
1/5/2014,61832,Central,Illinois,-69,-1.6,43
1/5/2014,33437,South,Florida,5,0.313,16
1/5/2014,33437,South,Florida,2,0.363,5
1/5/2014,33437,South,Florida,4,0.325,12
1/5/2014,94122,West,California,80,0.49,164
1/5/2014,33068,South,Florida,1,0.313,2
1/5/2014,43229,East,Ohio,4,0.35,10
1/5/2014,19143,East,Pennsylvania,-9,-0.667,14
1/5/2014,19143,East,Pennsylvania,-158,-0.233,678
2/5/2014,33065,South,Florida,-16,-0.05,314
2/5/2014,33065,South,Florida,1,0.325,5
2/5/2014,71854,South,Arkansas,18,0.37,49
2/5/2014,32216,South,Florida,0,0,2804
2/5/2014,32216,South,Florida,-458,-0.491,933
2/5/2014,32216,South,Florida,0,0.125,3
3/5/2014,90049,West,California,59,0.37,160
3/5/2014,90049,West,California,15,0.26,60
3/5/2014,90049,West,California,7,0.45,16
3/5/2014,90049,West,California,16,0.46,34
3/5/2014,7090,East,New Jersey,13,0.1,130
4/5/2014,94122,West,California,7,0.29,23
4/5/2014,94122,West,California,12,0.48,26
4/5/2014,19134,East,Pennsylvania,7,0.225,32
4/5/2014,19134,East,Pennsylvania,-112,-0.3,373
4/5/2014,19134,East,Pennsylvania,-45,-0.7,64
4/5/2014,19134,East,Pennsylvania,-18,-0.667,26
4/5/2014,19134,East,Pennsylvania,3,0.35,8
4/5/2014,90004,West,California,46,0.06,763
4/5/2014,90004,West,California,19,0.28,70
5/5/2014,23602,South,Virginia,4,0.45,9
5/5/2014,23602,South,Virginia,16,0.48,32
5/5/2014,23602,South,Virginia,166,0.29,571
5/5/2014,23602,South,Virginia,5,0.27,17
5/5/2014,94109,West,California,11,0.038,301
5/5/2014,45503,East,Ohio,-2,-0.833,2
5/5/2014,92683,West,California,73,0.3,243
5/5/2014,94109,West,California,8,0.48,18
5/5/2014,94109,West,California,21,0.113,184
5/5/2014,19140,East,Pennsylvania,-8,-0.8,9
5/5/2014,19140,East,Pennsylvania,-2,-0.7,2
6/5/2014,10035,East,New York,3,0.48,7
6/5/2014,80027,West,Colorado,-153,-1.7,90
6/5/2014,80027,West,Colorado,-7,-0.767,10
6/5/2014,80027,West,Colorado,7,0.35,21
6/5/2014,94122,West,California,12,0.5,23
6/5/2014,31907,South,Georgia,16,0.45,35
7/5/2014,28205,South,North Carolina,-53,-0.767,69
7/5/2014,28205,South,North Carolina,40,0.325,122
7/5/2014,28205,South,North Carolina,71,0.113,627
7/5/2014,10035,East,New York,30,0.5,59
7/5/2014,22204,South,Virginia,18,0.33,55
7/5/2014,91730,West,California,41,0.27,153
7/5/2014,85705,West,Arizona,27,0.325,84
7/5/2014,60653,Central,Illinois,29,0.15,192
7/5/2014,76106,Central,Texas,-119,-0.191,623
7/5/2014,76106,Central,Texas,-19,-1.7,11
7/5/2014,76106,Central,Texas,-58,-0.075,773
7/5/2014,60623,Central,Illinois,1,0.1,6
7/5/2014,60623,Central,Illinois,77,0.188,409
8/5/2014,48234,Central,Michigan,423,0.29,1459
8/5/2014,48234,Central,Michigan,119,0.25,477
8/5/2014,48234,Central,Michigan,7,0.28,27
8/5/2014,48234,Central,Michigan,18,0.211,87
8/5/2014,91104,West,California,52,0.125,420
8/5/2014,90004,West,California,29,0.36,80
9/5/2014,76063,Central,Texas,15,0.35,41
9/5/2014,43229,East,Ohio,-2,-0.043,48
9/5/2014,19140,East,Pennsylvania,-24,-0.186,128
9/5/2014,94110,West,California,23,0.28,81
9/5/2014,90032,West,California,1050,0.313,3360
10/5/2014,28540,South,North Carolina,26,0.125,207
10/5/2014,28540,South,North Carolina,22,0.338,65
10/5/2014,98105,West,Washington,63,0.22,287
10/5/2014,98105,West,Washington,46,0.313,148
10/5/2014,98105,West,Washington,26,0.25,104
10/5/2014,98105,West,Washington,3,0.04,67
10/5/2014,98105,West,Washington,88,0.44,200
12/5/2014,98103,West,Washington,9,0.363,26
12/5/2014,98103,West,Washington,18,0.47,38
12/5/2014,98103,West,Washington,17,0.45,37
12/5/2014,85023,West,Arizona,-357,-1.7,210
12/5/2014,10024,East,New York,13,0.29,44
12/5/2014,78745,Central,Texas,-7,-0.875,8
12/5/2014,78745,Central,Texas,1,0.113,5
12/5/2014,78745,Central,Texas,2,0.313,7
12/5/2014,78745,Central,Texas,-15,-0.2,74
13/5/2014,8360,East,New Jersey,15,0.36,43
13/5/2014,8360,East,New Jersey,3,0.48,6
13/5/2014,8360,East,New Jersey,4,0.26,17
13/5/2014,8360,East,New Jersey,35,0.4,87
13/5/2014,77041,Central,Texas,-53,-1.55,34
13/5/2014,77041,Central,Texas,-16,-0.125,128
13/5/2014,45231,East,Ohio,2,0.338,6
13/5/2014,2149,East,Massachusetts,42,0.48,88
13/5/2014,94122,West,California,-11,-0.038,285
13/5/2014,94122,West,California,2,0.27,8
13/5/2014,94122,West,California,6,0.338,19
13/5/2014,94122,West,California,5,0.02,239
13/5/2014,45503,East,Ohio,1,0.113,10
14/5/2014,19140,East,Pennsylvania,-124,-0.271,458
14/5/2014,47201,Central,Indiana,412,0.45,915
14/5/2014,47201,Central,Indiana,81,0.45,181
14/5/2014,47201,Central,Indiana,7,0.49,15
14/5/2014,47201,Central,Indiana,95,0.18,530
14/5/2014,47201,Central,Indiana,159,0.27,588
14/5/2014,37064,South,Tennessee,2,0.113,21
14/5/2014,19711,East,Delaware,150,0.5,300
14/5/2014,94110,West,California,27,0.47,58
15/5/2014,92704,West,California,6,0.34,18
15/5/2014,92704,West,California,602,0.43,1400
15/5/2014,77041,Central,Texas,-13,-0.014,899
15/5/2014,77041,Central,Texas,6,0.125,46
15/5/2014,77041,Central,Texas,16,0.338,48
15/5/2014,77041,Central,Texas,27,0.35,77
15/5/2014,77041,Central,Texas,1,0.088,8
15/5/2014,21215,East,Maryland,24,0.09,262
15/5/2014,21215,East,Maryland,9,0.25,37
15/5/2014,21215,East,Maryland,1,0.29,4
15/5/2014,21215,East,Maryland,7,0.45,15
15/5/2014,21215,East,Maryland,37,0.5,74
15/5/2014,21215,East,Maryland,19,0.21,90
15/5/2014,44105,East,Ohio,-47,-0.8,58
15/5/2014,44105,East,Ohio,2,0.35,5
15/5/2014,44105,East,Ohio,8,0.313,25
15/5/2014,10035,East,New York,6,0.26,23
15/5/2014,10035,East,New York,135,0.25,540
15/5/2014,98103,West,Washington,207,0.47,440
15/5/2014,98103,West,Washington,2,0.03,64
15/5/2014,39503,South,Mississippi,24,0.49,49
16/5/2014,85023,West,Arizona,-3,-0.667,5
16/5/2014,85023,West,Arizona,6,0.363,16
16/5/2014,85023,West,Arizona,3,0.088,30
16/5/2014,98103,West,Washington,25,0.113,221
16/5/2014,98103,West,Washington,4,0.1,43
16/5/2014,98103,West,Washington,17,0.43,40
16/5/2014,60653,Central,Illinois,19,0.338,57
16/5/2014,60653,Central,Illinois,3,0.313,11
17/5/2014,44312,East,Ohio,-55,-0.25,221
19/5/2014,30328,South,Georgia,76,0.25,303
19/5/2014,30328,South,Georgia,4,0.26,17
19/5/2014,30328,South,Georgia,55,0.48,114
19/5/2014,30328,South,Georgia,16,0.28,56
19/5/2014,30328,South,Georgia,16,0.45,35
19/5/2014,97206,West,Oregon,39,0.113,345
19/5/2014,60653,Central,Illinois,-1,-0.525,2
19/5/2014,60653,Central,Illinois,-10,-0.45,23
19/5/2014,65807,Central,Missouri,198,0.28,707
19/5/2014,65807,Central,Missouri,21,0.48,43
19/5/2014,19140,East,Pennsylvania,-1,-0.025,36
19/5/2014,65807,Central,Missouri,2,0.02,115
19/5/2014,10024,East,New York,6,0.43,15
19/5/2014,10024,East,New York,1,0.338,3
19/5/2014,78501,Central,Texas,-11,-1.55,7
19/5/2014,78501,Central,Texas,-3,-1.65,2
19/5/2014,78501,Central,Texas,1,0.075,9
20/5/2014,30318,South,Georgia,92,0.47,196
20/5/2014,94109,West,California,43,0.063,681
20/5/2014,94109,West,California,1,0.29,4
20/5/2014,94109,West,California,1,0.25,6
20/5/2014,94109,West,California,11,0.3,36
20/5/2014,30318,South,Georgia,375,0.23,1629
20/5/2014,30318,South,Georgia,141,0.49,287
20/5/2014,98115,West,Washington,28,0.29,97
20/5/2014,61107,Central,Illinois,14,0.363,38
20/5/2014,35810,South,Alabama,13,0.49,26
20/5/2014,30318,South,Georgia,4,0.06,68
20/5/2014,30318,South,Georgia,98,0.26,378
20/5/2014,37918,South,Tennessee,-35,-0.113,314
20/5/2014,95123,West,California,50,0.375,133
20/5/2014,10550,East,New York,110,0.39,281
20/5/2014,37918,South,Tennessee,10,0.363,28
20/5/2014,10550,East,New York,114,0.38,300
20/5/2014,10550,East,New York,89,0.29,308
20/5/2014,75023,Central,Texas,4,0.325,13
20/5/2014,75023,Central,Texas,10,0.1,96
21/5/2014,48183,Central,Michigan,20,0.48,41
21/5/2014,58103,Central,North Dakota,8,0.32,26
21/5/2014,58103,Central,North Dakota,7,0.33,22
21/5/2014,58103,Central,North Dakota,36,0.27,132
21/5/2014,58103,Central,North Dakota,3,0.47,7
21/5/2014,58103,Central,North Dakota,162,0.23,705
21/5/2014,90712,West,California,-97,-0.188,518
21/5/2014,90712,West,California,3,0.48,7
21/5/2014,90712,West,California,39,0.113,343
21/5/2014,89115,West,Nevada,19,0.29,65
21/5/2014,89115,West,Nevada,3,0.363,8
21/5/2014,89115,West,Nevada,70,0.063,1123
22/5/2014,13021,East,New York,73,0.14,520
22/5/2014,13021,East,New York,5,0.29,18
23/5/2014,90049,West,California,19,0.38,50
23/5/2014,90008,West,California,25,0.37,68
23/5/2014,60653,Central,Illinois,-55,-0.3,182
23/5/2014,60653,Central,Illinois,-3,-1.65,2
23/5/2014,60653,Central,Illinois,3,0.113,22
23/5/2014,94109,West,California,1,0.26,3
23/5/2014,94109,West,California,3,0.29,10
24/5/2014,77095,Central,Texas,-47,-2.55,18
24/5/2014,77095,Central,Texas,-2,-1.65,1
24/5/2014,77095,Central,Texas,1,0.338,2
24/5/2014,77095,Central,Texas,-12,-0.238,49
24/5/2014,90036,West,California,-6,-0.038,171
26/5/2014,10009,East,New York,6,0.32,19
26/5/2014,10009,East,New York,207,0.313,664
26/5/2014,10009,East,New York,1,0.45,3
26/5/2014,10009,East,New York,13,0.11,120
26/5/2014,31907,South,Georgia,13,0.45,30
26/5/2014,77070,Central,Texas,-11,-0.225,50
27/5/2014,40214,South,Kentucky,63,0.3,208
27/5/2014,40214,South,Kentucky,1,0.03,26
27/5/2014,22801,South,Virginia,7,0.3,23
27/5/2014,92054,West,California,6,0.48,13
28/5/2014,83201,West,Idaho,15,0.42,35
28/5/2014,38109,South,Tennessee,9,0.35,26
28/5/2014,83201,West,Idaho,29,0.06,477
28/5/2014,83201,West,Idaho,23,0.075,302
28/5/2014,98103,West,Washington,8,0.25,31
28/5/2014,98103,West,Washington,10,0.1,98
28/5/2014,40214,South,Kentucky,28,0.48,58
28/5/2014,40214,South,Kentucky,135,0.25,540
28/5/2014,74133,Central,Oklahoma,138,0.29,477
28/5/2014,27405,South,North Carolina,-10,-0.833,12
28/5/2014,27405,South,North Carolina,0,0.012,27
29/5/2014,29203,South,South Carolina,33,0.11,302
29/5/2014,3301,East,New Hampshire,101,0.41,247
29/5/2014,44105,East,Ohio,-65,-0.56,116
29/5/2014,20707,East,Maryland,10,0.36,27
29/5/2014,20707,East,Maryland,36,0.29,125
29/5/2014,44105,East,Ohio,5,0.363,14
29/5/2014,77070,Central,Texas,4,0.075,54
29/5/2014,60653,Central,Illinois,-29,-0.271,107
29/5/2014,60653,Central,Illinois,-6,-1.75,4
29/5/2014,85023,West,Arizona,5,0.35,16
29/5/2014,85023,West,Arizona,54,0.2,272
29/5/2014,85023,West,Arizona,20,0.1,196
30/5/2014,68104,Central,Nebraska,1,0.05,24
30/5/2014,47201,Central,Indiana,3,0.42,6
30/5/2014,47201,Central,Indiana,121,0.26,465
30/5/2014,47201,Central,Indiana,20,0.46,43
30/5/2014,47201,Central,Indiana,4,0.5,8
30/5/2014,78550,Central,Texas,9,0.363,26
30/5/2014,78550,Central,Texas,5,0.088,53
30/5/2014,77095,Central,Texas,-52,-0.8,65
31/5/2014,70506,South,Louisiana,34,0.14,242
31/5/2014,70506,South,Louisiana,3,0.38,8
31/5/2014,70506,South,Louisiana,2,0.48,4
31/5/2014,75217,Central,Texas,-6,-0.029,205
31/5/2014,97224,West,Oregon,0,-0.025,14
31/5/2014,92037,West,California,10,0.29,35
31/5/2014,97224,West,Oregon,-3,-0.088,35
31/5/2014,97224,West,Oregon,18,0.113,157
31/5/2014,90004,West,California,18,0.48,38
2/6/2014,46203,Central,Indiana,539,0.28,1926
2/6/2014,43017,East,Ohio,-3,-0.7,4
2/6/2014,43017,East,Ohio,10,0.363,28
2/6/2014,46203,Central,Indiana,794,0.33,2405
2/6/2014,46203,Central,Indiana,9,0.5,17
2/6/2014,43017,East,Ohio,-34,-0.217,158
2/6/2014,46203,Central,Indiana,15,0.37,40
2/6/2014,46203,Central,Indiana,16,0.19,84
2/6/2014,68025,Central,Nebraska,26,0.48,54
2/6/2014,43615,East,Ohio,1,0.075,17
2/6/2014,19120,East,Pennsylvania,-77,-0.238,325
3/6/2014,28540,South,North Carolina,9,0.363,25
3/6/2014,85204,West,Arizona,16,0.363,44
3/6/2014,85204,West,Arizona,8,0.313,25
3/6/2014,44052,East,Ohio,2,0.088,27
3/6/2014,44052,East,Ohio,-1,-0.217,3
3/6/2014,77070,Central,Texas,4,0.35,11
4/6/2014,37064,South,Tennessee,10,0.275,35
4/6/2014,90036,West,California,1,0.325,4
4/6/2014,90036,West,California,5,0.45,12
4/6/2014,99207,West,Washington,5,0.04,136
4/6/2014,90036,West,California,9,0.19,45
4/6/2014,98226,West,Washington,363,0.33,1100
4/6/2014,10011,East,New York,-115,-0.3,385
4/6/2014,10011,East,New York,22,0.49,45
4/6/2014,10011,East,New York,36,0.46,79
4/6/2014,33024,South,Florida,0,0,242
4/6/2014,33024,South,Florida,1,0.113,5
4/6/2014,33024,South,Florida,2,0.075,24
4/6/2014,33024,South,Florida,-3,-0.767,5
4/6/2014,33024,South,Florida,5,0.35,16
4/6/2014,33024,South,Florida,-3,-0.013,206
4/6/2014,33024,South,Florida,-4,-0.038,110
4/6/2014,33024,South,Florida,50,0.1,504
5/6/2014,72401,South,Arkansas,54,0.5,108
5/6/2014,72401,South,Arkansas,4,0.46,10
5/6/2014,75034,Central,Texas,-17,-0.575,30
5/6/2014,35630,South,Alabama,6,0.45,12
5/6/2014,77489,Central,Texas,-10,-1.5,6
5/6/2014,28110,South,North Carolina,2,0.062,32
5/6/2014,55124,Central,Minnesota,3,0.29,9
5/6/2014,28110,South,North Carolina,25,0.35,72
6/6/2014,77581,Central,Texas,53,0.113,470
6/6/2014,32839,South,Florida,7,0.35,21
7/6/2014,94122,West,California,2,0.44,5
7/6/2014,94122,West,California,0,0,26
9/6/2014,90049,West,California,141,0.094,1498
9/6/2014,75081,Central,Texas,29,0.338,85
9/6/2014,75081,Central,Texas,2,0.088,24
9/6/2014,75081,Central,Texas,29,0.075,382
9/6/2014,90049,West,California,-4,-0.2,18
9/6/2014,77506,Central,Texas,-4,-2.75,2
9/6/2014,60076,Central,Illinois,-19,-1.55,12
9/6/2014,85301,West,Arizona,-48,-0.667,73
9/6/2014,85301,West,Arizona,-8,-0.238,35
9/6/2014,85301,West,Arizona,12,0.138,90
9/6/2014,6360,East,Connecticut,5,0.49,10
10/6/2014,75217,Central,Texas,54,0.075,721
10/6/2014,60653,Central,Illinois,-14,-0.6,24
10/6/2014,60653,Central,Illinois,-72,-0.66,109
10/6/2014,60653,Central,Illinois,11,0.313,36
10/6/2014,24153,South,Virginia,23,0.47,49
11/6/2014,19143,East,Pennsylvania,15,0.375,40
11/6/2014,90045,West,California,-30,-0.059,514
11/6/2014,90032,West,California,5,0.29,16
11/6/2014,91360,West,California,4,0.28,15
11/6/2014,90045,West,California,15,0.5,30
11/6/2014,90045,West,California,17,0.063,280
11/6/2014,10024,East,New York,1,0.05,14
11/6/2014,10011,East,New York,4,0.5,8
11/6/2014,32216,South,Florida,84,0.062,1348
11/6/2014,98103,West,Washington,5,0.47,12
11/6/2014,98103,West,Washington,4,0.25,16
11/6/2014,48307,Central,Michigan,54,0.41,133
11/6/2014,98103,West,Washington,8,0.088,89
12/6/2014,90004,West,California,60,0.49,123
12/6/2014,85345,West,Arizona,35,0.125,281
12/6/2014,85345,West,Arizona,7,0.075,88
12/6/2014,85345,West,Arizona,2,0.125,16
12/6/2014,85345,West,Arizona,-49,-0.225,216
12/6/2014,85345,West,Arizona,8,0.113,68
12/6/2014,98103,West,Washington,42,0.24,174
12/6/2014,98103,West,Washington,7,0.363,18
12/6/2014,98103,West,Washington,18,0.48,38
12/6/2014,98103,West,Washington,1,0.01,103
12/6/2014,98103,West,Washington,130,0.338,386
12/6/2014,90036,West,California,17,0.27,61
12/6/2014,36830,South,Alabama,1,0.29,4
12/6/2014,28601,South,North Carolina,-4,-0.833,5
13/6/2014,60610,Central,Illinois,-7,-0.775,9
13/6/2014,98031,West,Washington,9,0.48,19
13/6/2014,98031,West,Washington,9,0.125,72
13/6/2014,43302,East,Ohio,19,0.3,64
13/6/2014,10035,East,New York,143,0.167,858
13/6/2014,10035,East,New York,17,0.26,64
13/6/2014,10035,East,New York,4,0.325,13
13/6/2014,10035,East,New York,9,0.49,19
13/6/2014,33710,South,Florida,1,0.063,17
13/6/2014,31907,South,Georgia,68,0.15,453
13/6/2014,31907,South,Georgia,42,0.46,91
14/6/2014,60653,Central,Illinois,-87,-0.186,470
14/6/2014,60653,Central,Illinois,-39,-0.238,165
14/6/2014,60653,Central,Illinois,6,0.125,48
14/6/2014,22153,South,Virginia,51,0.28,182
14/6/2014,98103,West,Washington,-25,-0.088,291
16/6/2014,55369,Central,Minnesota,22,0.5,44
16/6/2014,55369,Central,Minnesota,9,0.49,18
16/6/2014,55369,Central,Minnesota,23,0.27,85
16/6/2014,28110,South,North Carolina,-4,-0.05,78
16/6/2014,28110,South,North Carolina,52,0.075,698
16/6/2014,94122,West,California,5,0.1,48
16/6/2014,90032,West,California,7,0.063,120
16/6/2014,37211,South,Tennessee,9,0.3,31
16/6/2014,37211,South,Tennessee,-28,-0.233,121
16/6/2014,90036,West,California,2,0.41,4
16/6/2014,37211,South,Tennessee,7,0.087,77
16/6/2014,37211,South,Tennessee,30,0.325,91
16/6/2014,37211,South,Tennessee,18,0.125,143
16/6/2014,37211,South,Tennessee,27,0.113,240
